自定义相机编号,模穴号,坦克链号,日期,CCD0结果,结果返回码,Ai返回码
L29C1-1,28,13,09:22:01,OK,0,0,
L29C1-1,27,13,09:22:01,OK,0,0,
L29C1-1,27,13,09:22:01,OK,0,0,
L29C1-1,20,13,09:22:01,OK,0,0,
L29C1-1,20,13,09:22:01,OK,0,0,
L29C1-1,19,13,09:22:01,OK,0,0,
L29C1-1,19,13,09:22:01,OK,0,0,
L29C1-1,12,13,09:22:01,OK,0,0,
L29C1-1,12,13,09:22:01,OK,0,0,
L29C1-1,11,13,09:22:01,OK,0,0,
L29C1-1,11,13,09:22:01,OK,0,0,
L29C1-1,4,13,09:22:01,OK,0,0,
L29C1-1,4,13,09:22:01,OK,0,0,
L29C1-1,3,13,09:22:01,OK,0,0,
L29C1-1,3,13,09:22:01,OK,0,0,

L29C1-1,25,15,09:22:06,OK,0,0,
L29C1-1,25,15,09:22:06,OK,0,0,
L29C1-1,26,15,09:22:06,OK,0,0,
L29C1-1,26,15,09:22:06,OK,0,0,
L29C1-1,17,15,09:22:06,OK,0,0,
L29C1-1,17,15,09:22:06,OK,0,0,
L29C1-1,18,15,09:22:06,OK,0,0,
L29C1-1,18,15,09:22:06,OK,0,0,
L29C1-1,9,15,09:22:06,OK,0,0,
L29C1-1,9,15,09:22:06,OK,0,0,
L29C1-1,10,15,09:22:06,OK,0,0,
L29C1-1,10,15,09:22:06,OK,0,0,
L29C1-1,1,15,09:22:06,OK,0,0,
L29C1-1,1,15,09:22:06,OK,0,0,
L29C1-1,2,15,09:22:06,OK,0,0,
L29C1-1,2,15,09:22:06,OK,0,0,

L29C1-1,28,17,09:22:13,OK,0,0,
L29C1-1,28,17,09:22:13,OK,0,0,
L29C1-1,27,17,09:22:13,OK,0,0,
L29C1-1,27,17,09:22:13,OK,0,0,
L29C1-1,20,17,09:22:13,OK,0,0,
L29C1-1,20,17,09:22:13,OK,0,0,
L29C1-1,19,17,09:22:13,OK,0,0,
L29C1-1,19,17,09:22:13,OK,0,0,
L29C1-1,12,17,09:22:13,OK,0,0,
L29C1-1,12,17,09:22:13,OK,0,0,
L29C1-1,11,17,09:22:13,OK,0,0,
L29C1-1,11,17,09:22:13,OK,0,0,
L29C1-1,4,17,09:22:13,OK,0,0,
L29C1-1,4,17,09:22:13,OK,0,0,
L29C1-1,3,17,09:22:13,OK,0,0,
L29C1-1,3,17,09:22:13,OK,0,0,

L29C1-1,25,19,09:22:18,OK,0,0,
L29C1-1,25,19,09:22:18,OK,0,0,
L29C1-1,26,19,09:22:18,OK,0,0,
L29C1-1,26,19,09:22:18,OK,0,0,
L29C1-1,17,19,09:22:18,OK,0,0,
L29C1-1,17,19,09:22:18,OK,0,0,
L29C1-1,18,19,09:22:18,OK,0,0,
L29C1-1,18,19,09:22:18,OK,0,0,
L29C1-1,9,19,09:22:18,OK,0,0,
L29C1-1,9,19,09:22:18,OK,0,0,
L29C1-1,10,19,09:22:18,OK,0,0,
L29C1-1,10,19,09:22:18,OK,0,0,
L29C1-1,1,19,09:22:18,OK,0,0,
L29C1-1,1,19,09:22:18,OK,0,0,
L29C1-1,2,19,09:22:18,OK,0,0,
L29C1-1,2,19,09:22:18,OK,0,0,

L29C1-1,28,21,09:22:23,OK,0,0,
L29C1-1,28,21,09:22:23,OK,0,0,
L29C1-1,27,21,09:22:23,OK,0,0,
L29C1-1,27,21,09:22:23,OK,0,0,
L29C1-1,20,21,09:22:23,OK,0,0,
L29C1-1,20,21,09:22:23,OK,0,0,
L29C1-1,19,21,09:22:23,OK,0,0,
L29C1-1,19,21,09:22:23,OK,0,0,
L29C1-1,12,21,09:22:23,OK,0,0,
L29C1-1,12,21,09:22:23,OK,0,0,
L29C1-1,11,21,09:22:23,OK,0,0,
L29C1-1,11,21,09:22:23,OK,0,0,
L29C1-1,4,21,09:22:23,OK,0,0,
L29C1-1,4,21,09:22:23,OK,0,0,
L29C1-1,3,21,09:22:23,OK,0,0,
L29C1-1,3,21,09:22:23,OK,0,0,

L29C1-1,25,23,09:22:29,OK,0,0,
L29C1-1,25,23,09:22:29,OK,0,0,
L29C1-1,26,23,09:22:29,OK,0,0,
L29C1-1,26,23,09:22:29,OK,0,0,
L29C1-1,17,23,09:22:29,OK,0,0,
L29C1-1,17,23,09:22:29,OK,0,0,
L29C1-1,18,23,09:22:29,OK,0,0,
L29C1-1,18,23,09:22:29,OK,0,0,
L29C1-1,9,23,09:22:29,OK,0,0,
L29C1-1,9,23,09:22:29,OK,0,0,
L29C1-1,10,23,09:22:29,OK,0,0,
L29C1-1,10,23,09:22:29,OK,0,0,
L29C1-1,1,23,09:22:29,OK,0,0,
L29C1-1,1,23,09:22:29,OK,0,0,
L29C1-1,2,23,09:22:29,OK,0,0,
L29C1-1,2,23,09:22:29,OK,0,0,

L29C1-1,28,25,09:22:35,OK,0,0,
L29C1-1,28,25,09:22:35,OK,0,0,
L29C1-1,27,25,09:22:35,OK,0,0,
L29C1-1,27,25,09:22:35,OK,0,0,
L29C1-1,20,25,09:22:35,OK,0,0,
L29C1-1,20,25,09:22:35,OK,0,0,
L29C1-1,19,25,09:22:35,OK,0,0,
L29C1-1,19,25,09:22:35,OK,0,0,
L29C1-1,12,25,09:22:35,OK,0,0,
L29C1-1,12,25,09:22:35,OK,0,0,
L29C1-1,11,25,09:22:35,OK,0,0,
L29C1-1,11,25,09:22:35,OK,0,0,
L29C1-1,4,25,09:22:35,OK,0,0,
L29C1-1,4,25,09:22:35,OK,0,0,
L29C1-1,3,25,09:22:35,OK,0,0,
L29C1-1,3,25,09:22:35,OK,0,0,

L29C1-1,25,27,09:22:40,OK,0,0,
L29C1-1,25,27,09:22:40,OK,0,0,
L29C1-1,26,27,09:22:40,OK,0,0,
L29C1-1,26,27,09:22:40,OK,0,0,
L29C1-1,17,27,09:22:40,OK,0,0,
L29C1-1,17,27,09:22:40,OK,0,0,
L29C1-1,18,27,09:22:40,OK,0,0,
L29C1-1,18,27,09:22:40,OK,0,0,
L29C1-1,9,27,09:22:40,OK,0,0,
L29C1-1,9,27,09:22:40,OK,0,0,
L29C1-1,10,27,09:22:40,OK,0,0,
L29C1-1,10,27,09:22:40,OK,0,0,
L29C1-1,1,27,09:22:40,OK,0,0,
L29C1-1,1,27,09:22:40,OK,0,0,
L29C1-1,2,27,09:22:40,OK,0,0,
L29C1-1,2,27,09:22:40,OK,0,0,

L29C1-1,28,1,09:22:45,OK,0,0,
L29C1-1,28,1,09:22:45,OK,0,0,
L29C1-1,27,1,09:22:45,OK,0,0,
L29C1-1,27,1,09:22:45,OK,0,0,
L29C1-1,20,1,09:22:45,OK,0,0,
L29C1-1,20,1,09:22:45,OK,0,0,
L29C1-1,19,1,09:22:45,OK,0,0,
L29C1-1,19,1,09:22:45,OK,0,0,
L29C1-1,12,1,09:22:45,OK,0,0,
L29C1-1,12,1,09:22:45,OK,0,0,
L29C1-1,11,1,09:22:45,OK,0,0,
L29C1-1,11,1,09:22:45,OK,0,0,
L29C1-1,4,1,09:22:45,OK,0,0,
L29C1-1,4,1,09:22:45,OK,0,0,
L29C1-1,3,1,09:22:45,OK,0,0,
L29C1-1,3,1,09:22:45,OK,0,0,

L29C1-1,25,3,09:22:52,OK,0,0,
L29C1-1,25,3,09:22:52,OK,0,0,
L29C1-1,26,3,09:22:52,OK,0,0,
L29C1-1,26,3,09:22:52,OK,0,0,
L29C1-1,17,3,09:22:52,OK,0,0,
L29C1-1,17,3,09:22:52,OK,0,0,
L29C1-1,18,3,09:22:52,OK,0,0,
L29C1-1,18,3,09:22:52,OK,0,0,
L29C1-1,9,3,09:22:52,OK,0,0,
L29C1-1,9,3,09:22:52,OK,0,0,
L29C1-1,10,3,09:22:52,OK,0,0,
L29C1-1,10,3,09:22:52,OK,0,0,
L29C1-1,1,3,09:22:52,OK,0,0,
L29C1-1,1,3,09:22:52,OK,0,0,
L29C1-1,2,3,09:22:52,OK,0,0,
L29C1-1,2,3,09:22:52,OK,0,0,

L29C1-1,28,5,09:22:57,OK,0,0,
L29C1-1,28,5,09:22:57,OK,0,0,
L29C1-1,27,5,09:22:57,OK,0,0,
L29C1-1,27,5,09:22:57,OK,0,0,
L29C1-1,20,5,09:22:57,OK,0,0,
L29C1-1,20,5,09:22:57,OK,0,0,
L29C1-1,19,5,09:22:57,OK,0,0,
L29C1-1,19,5,09:22:57,OK,0,0,
L29C1-1,12,5,09:22:57,OK,0,0,
L29C1-1,12,5,09:22:57,OK,0,0,
L29C1-1,11,5,09:22:57,OK,0,0,
L29C1-1,11,5,09:22:57,OK,0,0,
L29C1-1,4,5,09:22:57,OK,0,0,
L29C1-1,4,5,09:22:57,OK,0,0,
L29C1-1,3,5,09:22:57,OK,0,0,
L29C1-1,3,5,09:22:57,OK,0,0,

L29C1-1,25,7,09:23:02,OK,0,0,
L29C1-1,25,7,09:23:02,OK,0,0,
L29C1-1,26,7,09:23:02,OK,0,0,
L29C1-1,26,7,09:23:02,OK,0,0,
L29C1-1,17,7,09:23:02,OK,0,0,
L29C1-1,17,7,09:23:02,OK,0,0,
L29C1-1,18,7,09:23:02,OK,0,0,
L29C1-1,18,7,09:23:02,OK,0,0,
L29C1-1,9,7,09:23:02,OK,0,0,
L29C1-1,9,7,09:23:02,OK,0,0,
L29C1-1,10,7,09:23:02,OK,0,0,
L29C1-1,10,7,09:23:02,OK,0,0,
L29C1-1,1,7,09:23:02,OK,0,0,
L29C1-1,1,7,09:23:02,OK,0,0,
L29C1-1,2,7,09:23:02,OK,0,0,
L29C1-1,2,7,09:23:02,OK,0,0,

L29C1-1,28,9,09:23:08,OK,0,0,
L29C1-1,28,9,09:23:08,OK,0,0,
L29C1-1,27,9,09:23:08,OK,0,0,
L29C1-1,27,9,09:23:08,OK,0,0,
L29C1-1,20,9,09:23:08,OK,0,0,
L29C1-1,20,9,09:23:08,OK,0,0,
L29C1-1,19,9,09:23:08,OK,0,0,
L29C1-1,19,9,09:23:08,OK,0,0,
L29C1-1,12,9,09:23:08,OK,0,0,
L29C1-1,12,9,09:23:08,OK,0,0,
L29C1-1,11,9,09:23:08,OK,0,0,
L29C1-1,11,9,09:23:08,OK,0,0,
L29C1-1,4,9,09:23:08,OK,0,0,
L29C1-1,4,9,09:23:08,OK,0,0,
L29C1-1,3,9,09:23:08,OK,0,0,
L29C1-1,3,9,09:23:08,OK,0,0,

L29C1-1,25,11,09:23:13,OK,0,0,
L29C1-1,25,11,09:23:13,OK,0,0,
L29C1-1,26,11,09:23:13,OK,0,0,
L29C1-1,26,11,09:23:13,OK,0,0,
L29C1-1,17,11,09:23:13,OK,0,0,
L29C1-1,17,11,09:23:13,OK,0,0,
L29C1-1,18,11,09:23:13,OK,0,0,
L29C1-1,18,11,09:23:13,OK,0,0,
L29C1-1,9,11,09:23:13,OK,0,0,
L29C1-1,9,11,09:23:13,OK,0,0,
L29C1-1,10,11,09:23:13,OK,0,0,
L29C1-1,10,11,09:23:13,OK,0,0,
L29C1-1,1,11,09:23:13,OK,0,0,
L29C1-1,1,11,09:23:13,OK,0,0,
L29C1-1,2,11,09:23:13,OK,0,0,
L29C1-1,2,11,09:23:13,OK,0,0,

L29C1-1,28,13,09:23:18,OK,0,0,
L29C1-1,28,13,09:23:18,OK,0,0,
L29C1-1,27,13,09:23:18,OK,0,0,
L29C1-1,27,13,09:23:18,OK,0,0,
L29C1-1,20,13,09:23:18,OK,0,0,
L29C1-1,20,13,09:23:18,OK,0,0,
L29C1-1,19,13,09:23:18,OK,0,0,
L29C1-1,19,13,09:23:18,OK,0,0,
L29C1-1,12,13,09:23:18,OK,0,0,
L29C1-1,12,13,09:23:18,OK,0,0,
L29C1-1,11,13,09:23:18,OK,0,0,
L29C1-1,11,13,09:23:18,OK,0,0,
L29C1-1,4,13,09:23:18,OK,0,0,
L29C1-1,4,13,09:23:18,OK,0,0,
L29C1-1,3,13,09:23:18,OK,0,0,
L29C1-1,3,13,09:23:18,OK,0,0,

L29C1-1,25,15,09:23:24,OK,0,0,
L29C1-1,25,15,09:23:24,OK,0,0,
L29C1-1,26,15,09:23:24,OK,0,0,
L29C1-1,26,15,09:23:24,OK,0,0,
L29C1-1,17,15,09:23:24,OK,0,0,
L29C1-1,17,15,09:23:24,OK,0,0,
L29C1-1,18,15,09:23:24,OK,0,0,
L29C1-1,18,15,09:23:24,OK,0,0,
L29C1-1,9,15,09:23:24,OK,0,0,
L29C1-1,9,15,09:23:24,OK,0,0,
L29C1-1,10,15,09:23:24,OK,0,0,
L29C1-1,10,15,09:23:24,OK,0,0,
L29C1-1,1,15,09:23:24,OK,0,0,
L29C1-1,1,15,09:23:24,OK,0,0,
L29C1-1,2,15,09:23:24,OK,0,0,
L29C1-1,2,15,09:23:24,OK,0,0,

L29C1-1,28,17,09:23:31,OK,0,0,
L29C1-1,28,17,09:23:31,OK,0,0,
L29C1-1,27,17,09:23:31,OK,0,0,
L29C1-1,27,17,09:23:31,OK,0,0,
L29C1-1,20,17,09:23:31,OK,0,0,
L29C1-1,20,17,09:23:31,OK,0,0,
L29C1-1,19,17,09:23:31,OK,0,0,
L29C1-1,19,17,09:23:31,OK,0,0,
L29C1-1,12,17,09:23:31,OK,0,0,
L29C1-1,12,17,09:23:31,OK,0,0,
L29C1-1,11,17,09:23:31,OK,0,0,
L29C1-1,11,17,09:23:31,OK,0,0,
L29C1-1,4,17,09:23:31,OK,0,0,
L29C1-1,4,17,09:23:31,OK,0,0,
L29C1-1,3,17,09:23:31,OK,0,0,
L29C1-1,3,17,09:23:31,OK,0,0,

L29C1-1,25,19,09:23:36,OK,0,0,
L29C1-1,25,19,09:23:36,OK,0,0,
L29C1-1,26,19,09:23:36,OK,0,0,
L29C1-1,26,19,09:23:36,OK,0,0,
L29C1-1,17,19,09:23:36,OK,0,0,
L29C1-1,17,19,09:23:36,OK,0,0,
L29C1-1,18,19,09:23:36,OK,0,0,
L29C1-1,18,19,09:23:36,OK,0,0,
L29C1-1,9,19,09:23:36,OK,0,0,
L29C1-1,9,19,09:23:36,OK,0,0,
L29C1-1,10,19,09:23:36,OK,0,0,
L29C1-1,10,19,09:23:36,OK,0,0,
L29C1-1,1,19,09:23:36,OK,0,0,
L29C1-1,1,19,09:23:36,OK,0,0,
L29C1-1,2,19,09:23:36,OK,0,0,
L29C1-1,2,19,09:23:36,OK,0,0,

L29C1-1,28,21,09:23:47,OK,0,0,
L29C1-1,28,21,09:23:47,OK,0,0,
L29C1-1,27,21,09:23:47,OK,0,0,
L29C1-1,27,21,09:23:47,OK,0,0,
L29C1-1,20,21,09:23:47,OK,0,0,
L29C1-1,20,21,09:23:47,OK,0,0,
L29C1-1,19,21,09:23:47,OK,0,0,
L29C1-1,19,21,09:23:47,OK,0,0,
L29C1-1,12,21,09:23:47,OK,0,0,
L29C1-1,12,21,09:23:47,OK,0,0,
L29C1-1,11,21,09:23:47,OK,0,0,
L29C1-1,11,21,09:23:47,OK,0,0,
L29C1-1,4,21,09:23:47,NG,1,3,
L29C1-1,4,21,09:23:47,OK,0,0,
L29C1-1,3,21,09:23:47,OK,0,0,
L29C1-1,3,21,09:23:47,OK,0,0,

L29C1-1,25,23,09:23:54,OK,0,0,
L29C1-1,25,23,09:23:54,OK,0,0,
L29C1-1,26,23,09:23:54,OK,0,0,
L29C1-1,26,23,09:23:54,OK,0,0,
L29C1-1,17,23,09:23:54,OK,0,0,
L29C1-1,17,23,09:23:54,OK,0,0,
L29C1-1,18,23,09:23:54,OK,0,0,
L29C1-1,18,23,09:23:54,OK,0,0,
L29C1-1,9,23,09:23:54,OK,0,0,
L29C1-1,9,23,09:23:54,OK,0,0,
L29C1-1,10,23,09:23:54,OK,0,0,
L29C1-1,10,23,09:23:54,OK,0,0,
L29C1-1,1,23,09:23:54,OK,0,0,
L29C1-1,1,23,09:23:54,OK,0,0,
L29C1-1,2,23,09:23:54,OK,0,0,
L29C1-1,2,23,09:23:54,OK,0,0,

L29C1-1,28,25,09:23:59,OK,0,0,
L29C1-1,28,25,09:23:59,OK,0,0,
L29C1-1,27,25,09:23:59,OK,0,0,
L29C1-1,27,25,09:23:59,OK,0,0,
L29C1-1,20,25,09:23:59,OK,0,0,
L29C1-1,20,25,09:23:59,OK,0,0,
L29C1-1,19,25,09:23:59,OK,0,0,
L29C1-1,19,25,09:23:59,OK,0,0,
L29C1-1,12,25,09:23:59,OK,0,0,
L29C1-1,12,25,09:23:59,OK,0,0,
L29C1-1,11,25,09:23:59,OK,0,0,
L29C1-1,11,25,09:23:59,OK,0,0,
L29C1-1,4,25,09:23:59,OK,0,0,
L29C1-1,4,25,09:23:59,OK,0,0,
L29C1-1,3,25,09:23:59,OK,0,0,
L29C1-1,3,25,09:23:59,OK,0,0,

L29C1-1,25,27,09:24:04,OK,0,0,
L29C1-1,25,27,09:24:04,OK,0,0,
L29C1-1,26,27,09:24:04,OK,0,0,
L29C1-1,26,27,09:24:04,OK,0,0,
L29C1-1,17,27,09:24:04,OK,0,0,
L29C1-1,17,27,09:24:04,OK,0,0,
L29C1-1,18,27,09:24:04,OK,0,0,
L29C1-1,18,27,09:24:04,OK,0,0,
L29C1-1,9,27,09:24:04,OK,0,0,
L29C1-1,9,27,09:24:04,OK,0,0,
L29C1-1,10,27,09:24:04,OK,0,0,
L29C1-1,10,27,09:24:04,OK,0,0,
L29C1-1,1,27,09:24:04,OK,0,0,
L29C1-1,1,27,09:24:04,OK,0,0,
L29C1-1,2,27,09:24:04,OK,0,0,
L29C1-1,2,27,09:24:04,OK,0,0,

L29C1-1,28,1,09:24:10,OK,0,0,
L29C1-1,28,1,09:24:10,OK,0,0,
L29C1-1,27,1,09:24:10,OK,0,0,
L29C1-1,27,1,09:24:10,OK,0,0,
L29C1-1,20,1,09:24:10,OK,0,0,
L29C1-1,20,1,09:24:10,OK,0,0,
L29C1-1,19,1,09:24:10,OK,0,0,
L29C1-1,19,1,09:24:10,OK,0,0,
L29C1-1,12,1,09:24:10,OK,0,0,
L29C1-1,12,1,09:24:10,OK,0,0,
L29C1-1,11,1,09:24:10,OK,0,0,
L29C1-1,11,1,09:24:10,OK,0,0,
L29C1-1,4,1,09:24:10,OK,0,0,
L29C1-1,4,1,09:24:10,OK,0,0,
L29C1-1,3,1,09:24:10,OK,0,0,
L29C1-1,3,1,09:24:10,OK,0,0,

L29C1-1,25,3,09:24:15,OK,0,0,
L29C1-1,25,3,09:24:15,OK,0,0,
L29C1-1,26,3,09:24:15,OK,0,0,
L29C1-1,26,3,09:24:15,OK,0,0,
L29C1-1,17,3,09:24:15,OK,0,0,
L29C1-1,17,3,09:24:15,OK,0,0,
L29C1-1,18,3,09:24:15,OK,0,0,
L29C1-1,18,3,09:24:15,OK,0,0,
L29C1-1,9,3,09:24:15,OK,0,0,
L29C1-1,9,3,09:24:15,OK,0,0,
L29C1-1,10,3,09:24:15,OK,0,0,
L29C1-1,10,3,09:24:15,OK,0,0,
L29C1-1,1,3,09:24:15,OK,0,0,
L29C1-1,1,3,09:24:15,OK,0,0,
L29C1-1,2,3,09:24:15,OK,0,0,
L29C1-1,2,3,09:24:15,OK,0,0,

L29C1-1,28,5,09:24:20,OK,0,0,
L29C1-1,28,5,09:24:20,OK,0,0,
L29C1-1,27,5,09:24:20,OK,0,0,
L29C1-1,27,5,09:24:20,OK,0,0,
L29C1-1,20,5,09:24:20,OK,0,0,
L29C1-1,20,5,09:24:20,OK,0,0,
L29C1-1,19,5,09:24:20,OK,0,0,
L29C1-1,19,5,09:24:20,OK,0,0,
L29C1-1,12,5,09:24:20,OK,0,0,
L29C1-1,12,5,09:24:20,OK,0,0,
L29C1-1,11,5,09:24:20,OK,0,0,
L29C1-1,11,5,09:24:20,OK,0,0,
L29C1-1,4,5,09:24:20,OK,0,0,
L29C1-1,4,5,09:24:20,OK,0,0,
L29C1-1,3,5,09:24:20,OK,0,0,
L29C1-1,3,5,09:24:20,OK,0,0,

L29C1-1,25,7,09:24:27,OK,0,0,
L29C1-1,25,7,09:24:27,OK,0,0,
L29C1-1,26,7,09:24:27,OK,0,0,
L29C1-1,26,7,09:24:27,OK,0,0,
L29C1-1,17,7,09:24:27,OK,0,0,
L29C1-1,17,7,09:24:27,OK,0,0,
L29C1-1,18,7,09:24:27,OK,0,0,
L29C1-1,18,7,09:24:27,OK,0,0,
L29C1-1,9,7,09:24:27,OK,0,0,
L29C1-1,9,7,09:24:27,OK,0,0,
L29C1-1,10,7,09:24:27,OK,0,0,
L29C1-1,10,7,09:24:27,OK,0,0,
L29C1-1,1,7,09:24:27,OK,0,0,
L29C1-1,1,7,09:24:27,OK,0,0,
L29C1-1,2,7,09:24:27,OK,0,0,
L29C1-1,2,7,09:24:27,OK,0,0,

L29C1-1,28,9,09:24:32,OK,0,0,
L29C1-1,28,9,09:24:32,OK,0,0,
L29C1-1,27,9,09:24:32,OK,0,0,
L29C1-1,27,9,09:24:32,OK,0,0,
L29C1-1,20,9,09:24:32,OK,0,0,
L29C1-1,20,9,09:24:32,OK,0,0,
L29C1-1,19,9,09:24:32,OK,0,0,
L29C1-1,19,9,09:24:32,OK,0,0,
L29C1-1,12,9,09:24:32,OK,0,0,
L29C1-1,12,9,09:24:32,OK,0,0,
L29C1-1,11,9,09:24:32,OK,0,0,
L29C1-1,11,9,09:24:32,OK,0,0,
L29C1-1,4,9,09:24:32,OK,0,0,
L29C1-1,4,9,09:24:32,OK,0,0,
L29C1-1,3,9,09:24:32,OK,0,0,
L29C1-1,3,9,09:24:32,OK,0,0,

L29C1-1,25,11,09:24:37,OK,0,0,
L29C1-1,25,11,09:24:37,OK,0,0,
L29C1-1,26,11,09:24:37,OK,0,0,
L29C1-1,26,11,09:24:37,OK,0,0,
L29C1-1,17,11,09:24:37,OK,0,0,
L29C1-1,17,11,09:24:37,OK,0,0,
L29C1-1,18,11,09:24:37,OK,0,0,
L29C1-1,18,11,09:24:37,OK,0,0,
L29C1-1,9,11,09:24:37,OK,0,0,
L29C1-1,9,11,09:24:37,OK,0,0,
L29C1-1,10,11,09:24:37,OK,0,0,
L29C1-1,10,11,09:24:37,OK,0,0,
L29C1-1,1,11,09:24:37,OK,0,0,
L29C1-1,1,11,09:24:37,OK,0,0,
L29C1-1,2,11,09:24:37,OK,0,0,
L29C1-1,2,11,09:24:37,OK,0,0,

L29C1-1,28,13,09:24:43,OK,0,0,
L29C1-1,28,13,09:24:43,OK,0,0,
L29C1-1,27,13,09:24:43,OK,0,0,
L29C1-1,27,13,09:24:43,OK,0,0,
L29C1-1,20,13,09:24:43,OK,0,0,
L29C1-1,20,13,09:24:43,OK,0,0,
L29C1-1,19,13,09:24:43,OK,0,0,
L29C1-1,19,13,09:24:43,OK,0,0,
L29C1-1,12,13,09:24:43,OK,0,0,
L29C1-1,12,13,09:24:43,OK,0,0,
L29C1-1,11,13,09:24:43,OK,0,0,
L29C1-1,11,13,09:24:43,OK,0,0,
L29C1-1,4,13,09:24:43,OK,0,0,
L29C1-1,4,13,09:24:43,OK,0,0,
L29C1-1,3,13,09:24:43,OK,0,0,
L29C1-1,3,13,09:24:43,OK,0,0,

L29C1-1,25,15,09:24:48,OK,0,0,
L29C1-1,25,15,09:24:48,OK,0,0,
L29C1-1,26,15,09:24:48,OK,0,0,
L29C1-1,26,15,09:24:48,OK,0,0,
L29C1-1,17,15,09:24:48,OK,0,0,
L29C1-1,17,15,09:24:48,OK,0,0,
L29C1-1,18,15,09:24:48,OK,0,0,
L29C1-1,18,15,09:24:48,OK,0,0,
L29C1-1,9,15,09:24:48,OK,0,0,
L29C1-1,9,15,09:24:48,OK,0,0,
L29C1-1,10,15,09:24:48,OK,0,0,
L29C1-1,10,15,09:24:48,OK,0,0,
L29C1-1,1,15,09:24:48,OK,0,0,
L29C1-1,1,15,09:24:48,OK,0,0,
L29C1-1,2,15,09:24:48,OK,0,0,
L29C1-1,2,15,09:24:48,OK,0,0,

L29C1-1,28,17,09:24:54,OK,0,0,
L29C1-1,28,17,09:24:54,OK,0,0,
L29C1-1,27,17,09:24:54,OK,0,0,
L29C1-1,27,17,09:24:54,OK,0,0,
L29C1-1,20,17,09:24:54,OK,0,0,
L29C1-1,20,17,09:24:54,OK,0,0,
L29C1-1,19,17,09:24:54,OK,0,0,
L29C1-1,19,17,09:24:54,OK,0,0,
L29C1-1,12,17,09:24:54,OK,0,0,
L29C1-1,12,17,09:24:54,OK,0,0,
L29C1-1,11,17,09:24:54,OK,0,0,
L29C1-1,11,17,09:24:54,OK,0,0,
L29C1-1,4,17,09:24:54,OK,0,0,
L29C1-1,4,17,09:24:54,OK,0,0,
L29C1-1,3,17,09:24:54,OK,0,0,
L29C1-1,3,17,09:24:54,OK,0,0,

L29C1-1,25,19,09:24:59,OK,0,0,
L29C1-1,25,19,09:24:59,OK,0,0,
L29C1-1,26,19,09:24:59,OK,0,0,
L29C1-1,26,19,09:24:59,OK,0,0,
L29C1-1,17,19,09:24:59,OK,0,0,
L29C1-1,17,19,09:24:59,OK,0,0,
L29C1-1,18,19,09:24:59,OK,0,0,
L29C1-1,18,19,09:24:59,OK,0,0,
L29C1-1,9,19,09:24:59,OK,0,0,
L29C1-1,9,19,09:24:59,OK,0,0,
L29C1-1,10,19,09:24:59,OK,0,0,
L29C1-1,10,19,09:24:59,OK,0,0,
L29C1-1,1,19,09:24:59,OK,0,0,
L29C1-1,1,19,09:24:59,OK,0,0,
L29C1-1,2,19,09:24:59,OK,0,0,
L29C1-1,2,19,09:24:59,OK,0,0,

L29C1-1,28,21,09:25:05,OK,0,0,
L29C1-1,28,21,09:25:05,OK,0,0,
L29C1-1,27,21,09:25:05,OK,0,0,
L29C1-1,27,21,09:25:05,OK,0,0,
L29C1-1,20,21,09:25:05,OK,0,0,
L29C1-1,20,21,09:25:05,OK,0,0,
L29C1-1,19,21,09:25:05,OK,0,0,
L29C1-1,19,21,09:25:05,OK,0,0,
L29C1-1,12,21,09:25:05,OK,0,0,
L29C1-1,12,21,09:25:05,OK,0,0,
L29C1-1,11,21,09:25:05,OK,0,0,
L29C1-1,11,21,09:25:05,OK,0,0,
L29C1-1,4,21,09:25:05,NG,1,3,
L29C1-1,4,21,09:25:05,OK,0,0,
L29C1-1,3,21,09:25:05,OK,0,0,
L29C1-1,3,21,09:25:05,OK,0,0,

L29C1-1,25,23,09:25:12,OK,0,0,
L29C1-1,25,23,09:25:12,OK,0,0,
L29C1-1,26,23,09:25:12,OK,0,0,
L29C1-1,26,23,09:25:12,OK,0,0,
L29C1-1,17,23,09:25:12,OK,0,0,
L29C1-1,17,23,09:25:12,OK,0,0,
L29C1-1,18,23,09:25:12,OK,0,0,
L29C1-1,18,23,09:25:12,OK,0,0,
L29C1-1,9,23,09:25:12,OK,0,0,
L29C1-1,9,23,09:25:12,OK,0,0,
L29C1-1,10,23,09:25:12,OK,0,0,
L29C1-1,10,23,09:25:12,OK,0,0,
L29C1-1,1,23,09:25:12,OK,0,0,
L29C1-1,1,23,09:25:12,OK,0,0,
L29C1-1,2,23,09:25:12,OK,0,0,
L29C1-1,2,23,09:25:12,OK,0,0,

L29C1-1,28,25,09:25:18,OK,0,0,
L29C1-1,28,25,09:25:18,OK,0,0,
L29C1-1,27,25,09:25:18,OK,0,0,
L29C1-1,27,25,09:25:18,OK,0,0,
L29C1-1,20,25,09:25:18,OK,0,0,
L29C1-1,20,25,09:25:18,OK,0,0,
L29C1-1,19,25,09:25:18,OK,0,0,
L29C1-1,19,25,09:25:18,OK,0,0,
L29C1-1,12,25,09:25:18,OK,0,0,
L29C1-1,12,25,09:25:18,OK,0,0,
L29C1-1,11,25,09:25:18,OK,0,0,
L29C1-1,11,25,09:25:18,OK,0,0,
L29C1-1,4,25,09:25:18,OK,0,0,
